job_id,site,hostname,ip_address,host_class,date_first,date_last,kit_version,image_ref,mode,run_name,hb_status,train_n,class_0,class_1,class_2,learn_tasks,epochs_seen,configured,failure_class,advisory_only,signatures
04321cbe-0712-4c06-bb44-8169e48b788e,CAM_1,?,,test,2026-04-07,2026-04-07,,,,,,,,,,0,0,0,,1,posix_spawn
23613f88-e0b0-4a6c-89c1-90a60e36b538,CAM_1,?,,test,2026-04-07,2026-04-07,,,,,,190,141,21,28,1,5020,0,,1,posix_spawn
572ea0f7-69d0-4f6a-9673-d36f121b9652,CAM_1,dl3.tud.de,,test,2026-04-08,2026-04-08,1.4.1-dev.260408.40182cc,,swarm,MST_unilateral_2026_04_08_051032,running,190,141,21,28,1,1543,0,,1,posix_spawn
5742feb5-5a93-41a9-8f54-d356b2b47ec6,CAM_1,Cambridge-Swarm,10.252.63.21,real,2026-06-11,2026-06-12,1.4.5-dev.260610.2cf6e82,,swarm,1DivideAndConquer_unilateral_2026_06_11_143317,running,970,874,60,36,7,240,0,data_missing,0,posix_spawn|data_missing
59aa5b1c-4419-4fe6-abb0-f8b4f2d37562,CAM_1,?,,test,2026-04-07,2026-04-07,,,,,,190,141,21,28,1,0,0,,1,posix_spawn
5c3805e5-2390-48d9-9193-474a4edd1227,CAM_1,Cambridge-Swarm,10.176.153.34,real,2026-07-02,2026-07-03,1.5.0-dev.260702.be9ef04,,swarm,,running,,,,,1,40,0,,1,posix_spawn
a6766aee-b7e7-478a-b33a-81e193ff7fd6,CAM_1,dl3.tud.de,,test,2026-04-07,2026-04-07,1.4.0-dev.260407.4bddbd9,,swarm,1DivideAndConquer_unilateral_2026_04_07_193435,running,190,141,21,28,2,818,0,,1,posix_spawn
ac4440ab-2bde-4a2c-90bb-ea28e303d8f2,CAM_1,Cambridge-Swarm,10.176.153.34,real,2026-06-11,2026-07-02,1.4.5-dev.260610.2cf6e82,,swarm,1DivideAndConquer_unilateral_2026_06_11_143317,finished,970,874,60,36,7,240,0,stale_lock,0,posix_spawn|stale_lock|cert_mismatch|data_missing
adcd0b80-5ac1-41e4-ad55-54bc97f76e25,CAM_1,Cambridge-Swarm,10.176.153.34,real,2026-07-02,2026-07-03,1.5.0-dev.260702.be9ef04,,swarm,,running,,,,,6,240,0,,1,posix_spawn
b3c47faf-7a81-4778-9b1a-7de0bf5a1f71,CAM_1,dl3.tud.de,,test,2026-04-07,2026-04-07,1.4.0-dev.260407.00a298c,,swarm,,running,,,,,0,0,0,,1,posix_spawn
ca69f347-0d0b-4f14-9b67-353744253498,CAM_1,Cambridge-Swarm,10.176.153.34,real,2026-07-21,2026-09-03,1.6.0,jefftud/odelia:current,swarm,1DivideAndConquer_unilateral_fold0_2026_08_13_081808,running,1778,1678,42,58,35,107097,0,,1,posix_spawn
cde7528a-da13-4a0e-8fe7-49af2a2c1132,CAM_1,?,,test,2026-04-07,2026-04-07,,,,,,190,141,21,28,0,0,0,,1,posix_spawn
cfa36533-a55c-47c1-9322-7fb723f8bf91,CAM_1,dl3.tud.de,,test,2026-04-08,2026-04-08,1.4.1-dev.260408.40182cc,,swarm,1DivideAndConquer_unilateral_2026_04_08_061816,running,190,141,21,28,4,10637,0,,1,posix_spawn
e84722ec-9526-4aec-bee6-60de5344acf9,CAM_1,dl3.tud.de,,test,2026-04-07,2026-04-07,1.4.0-dev.260407.4bddbd9,,swarm,1DivideAndConquer_unilateral_2026_04_07_204504,running,190,141,21,28,3,1929,0,,1,posix_spawn
eb9b942d-0796-423e-920e-3261534c0663,CAM_1,Cambridge-Swarm,10.176.153.34,real,2026-07-02,2026-07-06,1.5.0-dev.260702.be9ef04,,swarm,1DivideAndConquer_unilateral_2026_07_06_093731,running,1714,1616,40,58,12,400,0,,1,posix_spawn
